id,name,label,slug,region,latitude,longitude,icon_url,cover_image_url,description,sort_order,created_at
f51c5b25-0042-48e8-9bee-3d25082d38a6,ShanTou,汕头市,shantou,China,,,,,,0,2026-02-05 09:31:03.829997+00
b742c6bd-b40c-4beb-9a99-cfcaf3597676,Quanguo,全国,quanguo,China,,,"data:image/webp;base64,UklGRoAGAABXRUJQVlA4IHQGAACQLgCdASplAe8APp1Oo02lpCMjIbK4WLATiWVu4XM7/K+q6tj2b8oOb+3s8ScUOdTsoz1/4D1C/R58AH6Zecl6gPMB+4HqtfjN7mPQG/vv/G6x/0AOlX/a70gNWy8pf3fter3d8uUc+A8ytJZNS8h77IJJx8iWOpOnHyP/z5Hg7KHMd0uQxCtWSrFwAfgr06ahGrgQ4j3ccRyXoMhxg3j8frYoDW38uOtV+qnVoM89CRHu44j14DWwiC6rgSrbYDvKHbRfFN2cloU2h6LtDVswo/z5H/yuYSea9sVurxoYKY9uivwoKfjVOXb0jh8j/8qvxl52Q+Ig0Qo6QoOMU5ByiE4tTJh3VxM0ONuiTGuOPd163QML25lfIE4xBr4qOI93G/R/89qBXoKR8Z66JMbdEey1610SY26JMbc0EVHEe7jiPdxxHJfPkf/nyP/z5H+lj/Pkf/nyP/z5FAbokxt0SY26JMUsI93HEe7jiPdxhnNTce7jiPdxxHu4xagA/v1yB6rOhZPz/7AX+ks/SWYgtMnV8AaS2YActB/rjhb/pcJs7LVNzfYefm9xdM+MgNLMQU4fDM+U2BZCIs2gXZNefcMsPyn0yY/V2ZSZqp2zKTNWekOcAM8WrllCivHsUTCdpgXN8xjcbLdw+it9xs5v91CzfhYuHFp+y+V9J4N5ci4tyzYXVg5PeCsNWyYq7F3AiiNgb+J47rCMTXsXQdMAh7qCcOlq2m/pAlqsrOsOyOfVcLDyZBxe77IRBrLucXK+do8TzJ1XLafP8l74ntVm5I1pY9tNoScsTCMO1EQ4dRyi/2Tj6W41M7lv+rihfrmYMFMF78Hx4wi8zeLj7JrXF+z5MrzeA15FvK+AXB8wggoxOyQ9vpmyIgg/EHUmV+EVEhBB72bBFXouQdpbRzpb+AzDnRbxaERHL6aQR2eIQGXlvRPJCA8vhLggdWM9KbAYaK/qWtwldKm2KBsbIVLFUMcxg0yxnyCHr4xrEU7QUczLm24Lg2YcG0l2HfGFljE00WW9QcuOQ0MJt0i7jkNC5Ply3LvSnjW73wOESELGAAvBogR7a5fEah0Q+U15MDOVWC8r+TidpPPiodIOOKfhrHfjAlelIgUHiG0YiguuAH9mBk94MwEY3aMROARPAvgPtFiZR9r7rP9XMP8C4vF7c35UHmYg5i15mOofSgHc2jImvLIsvWYuW8GLOcKJkC3eW4Lex9ziDxNgNBFsi9z8bSUi2RludeutVBQTRrZEaUZM9EsvClz17xI920yZ6JZeFLrWAC0nGRV+9D3bc76WHQ57pfC7I3HXMd+x7+a7FDSj/y829gf2Mul0m8J4C72Nz8nunNLL8tHmHiAJB39XKiR0skoSc6bJzPbejnyM4LPI+wcsPeGTLCQtYPIBBuznyge5lowiFz037zIOXvn2kMhmKIU7HF+6fxlkShymjLc+GnLhHIqVG24omMhenewePGNccXdSAGmlNHHxjlsnS+l8PA84vkwBpUI2yz0bF0t928r8ilxF99oOkcRMVMbePtpG4pASUfClpoHv7yFPRQGJXE1EclmmQjifWUmUabTJcQHxeQzr0Q9waoH7F/ZF2pRTrIu1PjYyXahiM9MzRigtcFsnLl5bK2NSo4OXAwgNQdneqqB6Vlb7haZT16wZLIqOOOQZt/uzoglz42NsYxkz6Nueo/BayAUI2IYLWP+2xJdJe15rmrAO2PIoCF8zCuYQXdwnxefhv9+3L55oWouvoaoq9T5sNunjNvj9jTKFqiYMJFztt9nhPyIADf0vTSK20uliSsm8D8L8Dv/8P3TBbe/4OBmjHtjnAoeBjZiU4OBgnF2M4L/MCaML5spSDIAaG41nZ8dFjnm8G2RwJbm//HPIAGMLv+4+NdSwgSJNd8dmy3/jsY+yyfiyuZWpvxXadIzWV8nAD9p+i5ZA3EMrgiNc9n6RhCIs2P0ljfY/mKzM1ETuqgKeJr16fyv4Do6Chju157PkC9bYOtRhQ4k6yyTmK1z/Tr5Qfk5bNFRJ1rTIuyTpAg8SWknDQG7p88118IQRB1IMRLQFbFivr8HCACj+EO3z58uoxdrb23VOfdmWnZKZIb7Af1HegAHnl9cJjkaaG7ydpDqP7iwduqXVjPamQgCNMS9rLa223pPFzKHzgbj5tvzst44PMj2PytAG0bTtHAtzgAAAAAAAAAAAAA==","data:image/webp;base64,UklGRoAGAABXRUJQVlA4IHQGAACQLgCdASplAe8APp1Oo02lpCMjIbK4WLATiWVu4XM7/K+q6tj2b8oOb+3s8ScUOdTsoz1/4D1C/R58AH6Zecl6gPMB+4HqtfjN7mPQG/vv/G6x/0AOlX/a70gNWy8pf3fter3d8uUc+A8ytJZNS8h77IJJx8iWOpOnHyP/z5Hg7KHMd0uQxCtWSrFwAfgr06ahGrgQ4j3ccRyXoMhxg3j8frYoDW38uOtV+qnVoM89CRHu44j14DWwiC6rgSrbYDvKHbRfFN2cloU2h6LtDVswo/z5H/yuYSea9sVurxoYKY9uivwoKfjVOXb0jh8j/8qvxl52Q+Ig0Qo6QoOMU5ByiE4tTJh3VxM0ONuiTGuOPd163QML25lfIE4xBr4qOI93G/R/89qBXoKR8Z66JMbdEey1610SY26JMbc0EVHEe7jiPdxxHJfPkf/nyP/z5H+lj/Pkf/nyP/z5FAbokxt0SY26JMUsI93HEe7jiPdxhnNTce7jiPdxxHu4xagA/v1yB6rOhZPz/7AX+ks/SWYgtMnV8AaS2YActB/rjhb/pcJs7LVNzfYefm9xdM+MgNLMQU4fDM+U2BZCIs2gXZNefcMsPyn0yY/V2ZSZqp2zKTNWekOcAM8WrllCivHsUTCdpgXN8xjcbLdw+it9xs5v91CzfhYuHFp+y+V9J4N5ci4tyzYXVg5PeCsNWyYq7F3AiiNgb+J47rCMTXsXQdMAh7qCcOlq2m/pAlqsrOsOyOfVcLDyZBxe77IRBrLucXK+do8TzJ1XLafP8l74ntVm5I1pY9tNoScsTCMO1EQ4dRyi/2Tj6W41M7lv+rihfrmYMFMF78Hx4wi8zeLj7JrXF+z5MrzeA15FvK+AXB8wggoxOyQ9vpmyIgg/EHUmV+EVEhBB72bBFXouQdpbRzpb+AzDnRbxaERHL6aQR2eIQGXlvRPJCA8vhLggdWM9KbAYaK/qWtwldKm2KBsbIVLFUMcxg0yxnyCHr4xrEU7QUczLm24Lg2YcG0l2HfGFljE00WW9QcuOQ0MJt0i7jkNC5Ply3LvSnjW73wOESELGAAvBogR7a5fEah0Q+U15MDOVWC8r+TidpPPiodIOOKfhrHfjAlelIgUHiG0YiguuAH9mBk94MwEY3aMROARPAvgPtFiZR9r7rP9XMP8C4vF7c35UHmYg5i15mOofSgHc2jImvLIsvWYuW8GLOcKJkC3eW4Lex9ziDxNgNBFsi9z8bSUi2RludeutVBQTRrZEaUZM9EsvClz17xI920yZ6JZeFLrWAC0nGRV+9D3bc76WHQ57pfC7I3HXMd+x7+a7FDSj/y829gf2Mul0m8J4C72Nz8nunNLL8tHmHiAJB39XKiR0skoSc6bJzPbejnyM4LPI+wcsPeGTLCQtYPIBBuznyge5lowiFz037zIOXvn2kMhmKIU7HF+6fxlkShymjLc+GnLhHIqVG24omMhenewePGNccXdSAGmlNHHxjlsnS+l8PA84vkwBpUI2yz0bF0t928r8ilxF99oOkcRMVMbePtpG4pASUfClpoHv7yFPRQGJXE1EclmmQjifWUmUabTJcQHxeQzr0Q9waoH7F/ZF2pRTrIu1PjYyXahiM9MzRigtcFsnLl5bK2NSo4OXAwgNQdneqqB6Vlb7haZT16wZLIqOOOQZt/uzoglz42NsYxkz6Nueo/BayAUI2IYLWP+2xJdJe15rmrAO2PIoCF8zCuYQXdwnxefhv9+3L55oWouvoaoq9T5sNunjNvj9jTKFqiYMJFztt9nhPyIADf0vTSK20uliSsm8D8L8Dv/8P3TBbe/4OBmjHtjnAoeBjZiU4OBgnF2M4L/MCaML5spSDIAaG41nZ8dFjnm8G2RwJbm//HPIAGMLv+4+NdSwgSJNd8dmy3/jsY+yyfiyuZWpvxXadIzWV8nAD9p+i5ZA3EMrgiNc9n6RhCIs2P0ljfY/mKzM1ETuqgKeJr16fyv4Do6Chju157PkC9bYOtRhQ4k6yyTmK1z/Tr5Qfk5bNFRJ1rTIuyTpAg8SWknDQG7p88118IQRB1IMRLQFbFivr8HCACj+EO3z58uoxdrb23VOfdmWnZKZIb7Af1HegAHnl9cJjkaaG7ydpDqP7iwduqXVjPamQgCNMS9rLa223pPFzKHzgbj5tvzst44PMj2PytAG0bTtHAtzgAAAAAAAAAAAAA==",,0,2026-02-07 04:17:37.679725+00
b58a9d78-20c2-4fe0-bda7-bfcb6fd40475,Suzhou,苏州,suzhou,China,,,https://images.unsplash.com/photo-1652716436211-b3d924a8fecc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxTdXpob3UlMjBjaXR5fGVufDB8MHx8fDE3Njk2NTUyMDN8MA&ixlib=rb-4.1.0&q=80&w=200,https://images.unsplash.com/photo-1652716436211-b3d924a8fecc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxTdXpob3UlMjBjaXR5fGVufDB8MHx8fDE3Njk2NTUyMDN8MA&ixlib=rb-4.1.0&q=80&w=1080,东方威尼斯，园林之城,40,2026-01-26 08:03:08.129843+00
afd1792f-838d-4147-b5c9-8cbd75c2948c,Tianjin,天津,tianjin,China,,,https://images.unsplash.com/photo-1644936411139-7efb0f7e4dd2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxUaWFuamluJTIwY2l0eSUyMHNreWxpbmV8ZW58MHwwfHx8MTc2OTY1NTIwNXww&ixlib=rb-4.1.0&q=80&w=200,https://images.unsplash.com/photo-1644936411139-7efb0f7e4dd2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxUaWFuamluJTIwY2l0eSUyMHNreWxpbmV8ZW58MHwwfHx8MTc2OTY1NTIwNXww&ixlib=rb-4.1.0&q=80&w=1080,渤海明珠，中西合璧的近代名城,70,2026-01-26 08:03:08.129843+00
873da442-a7b7-4be0-862c-1fd4c45c970f,Wuhan,武汉,wuhan,China,,,https://images.unsplash.com/photo-1559572790-ffde9b761acf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxXdWhhbiUyMGNpdHklMjBza3lsaW5lfGVufDB8MHx8fDE3Njk2NTUyMDZ8MA&ixlib=rb-4.1.0&q=80&w=200,https://images.unsplash.com/photo-1559572790-ffde9b761acf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxXdWhhbiUyMGNpdHklMjBza3lsaW5lfGVufDB8MHx8fDE3Njk2NTUyMDZ8MA&ixlib=rb-4.1.0&q=80&w=1080,九省通衢，中部崛起的核心,80,2026-01-27 15:10:37.827107+00
760d99aa-b2cf-4d7d-8179-413b56342318,Xiamen,厦门,xiamen,China,,,https://images.unsplash.com/photo-1660531037799-b806e132daad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxYaWFtZW4lMjBjaXR5JTIwc2t5bGluZXxlbnwwfDB8fHwxNzY5NjU1MjE0fDA&ixlib=rb-4.1.0&q=80&w=200,https://images.unsplash.com/photo-1660531037799-b806e132daad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxYaWFtZW4lMjBjaXR5JTIwc2t5bGluZXxlbnwwfDB8fHwxNzY5NjU1MjE0fDA&ixlib=rb-4.1.0&q=80&w=1080,海上花园，文艺清新的鹭岛,120,2026-01-27 15:10:37.827107+00
d4632da2-07b0-4317-b3ef-5e9375b24e91,Qingdao,青岛,qingdao,China,,,https://images.unsplash.com/photo-1732833421888-5f03348b7943?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxRaW5nZGFvJTIwY2l0eSUyMHNreWxpbmV8ZW58MHwwfHx8MTc2OTY1NTIxNXww&ixlib=rb-4.1.0&q=80&w=200,https://images.unsplash.com/photo-1732833421888-5f03348b7943?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NjM2MjZ8MHwxfHNlYXJjaHwxfHxRaW5nZGFvJTIwY2l0eSUyMHNreWxpbmV8ZW58MHwwfHx8MTc2OTY1NTIxNXww&ixlib=rb-4.1.0&q=80&w=1080,红瓦绿树，碧海蓝天的啤酒之都,130,2026-01-27 15:10:37.827107+00
9b29fb38-5869-4bf1-ad1d-1596a4364529,City4fc86672,云南,city-4fc86672,,0,0,,,,0,2026-02-11 03:13:26.535199+00
b5617d9e-bb37-4edf-8c8d-e7447556144a,CityEa512c6b,线上,city-ea512c6b,,0,0,,,,0,2026-02-11 03:13:38.725315+00
5fbc0925-56c1-406c-a25e-e03d23b41c8c,City6de81864,十堰,city-6de81864,,0,0,,,,0,2026-02-12 14:42:02.497503+00
204cc8f2-f649-46b3-a85d-8422524ce355,CityF7f6c114,拉斯维加斯,city-f7f6c114,,0,0,,,,0,2026-02-13 07:45:11.518423+00
59210ef1-30e3-4309-a0d5-9a4c0268e197,City7bb4299d,丽江,city-7bb4299d,,0,0,,,,0,2026-02-13 07:45:19.821607+00
b0ff3e2a-7fce-4ac6-b362-dd036640a0af,City81937d70,汕头,city-81937d70,,0,0,,,,0,2026-02-13 07:45:26.339754+00
fa8aa89c-5e12-4075-9edc-f09080db9e55,CityEeb75d1b,吉隆坡,city-eeb75d1b,,0,0,,,,0,2026-02-13 07:45:27.930922+00
0c63bf30-a8a2-4005-add1-ff8e74cfd8b4,City58787742,硅谷,city-58787742,,0,0,,,,0,2026-02-13 07:45:41.201835+00
2fb5db64-169a-420d-a102-fb30f212c90f,CityCaab0c3c,圣克拉拉,city-caab0c3c,,0,0,,,,0,2026-02-13 07:45:43.646694+00
9b73271a-d144-4697-b2c2-ad090f8b9ba8,GongZhuLing,公主岭市,gongzhuling,China,,,,,,0,2026-04-04 09:01:48.643306+00
037b0ed7-8b11-4b64-81b9-d9b6ba1cde08,City18246a6b,澳门,city-18246a6b,,0,0,,,,0,2026-04-05 14:35:30.661802+00
49bef957-4822-4c5b-9fb3-64da97014f73,CityCe8a7b5b,新加坡,city-ce8a7b5b,,0,0,,,,0,2026-04-05 14:35:36.030593+00
26aa47ab-7cd9-4f66-8407-8453fd4d3162,Wuxi,无锡,wuxi,,0,0,,,,0,2026-04-10 22:00:06.323082+00
b13a24d8-deed-4ee3-8956-0e5bc19995d8,CityAa8f3faa,香港,city-aa8f3faa,,0,0,,,,0,2026-04-10 22:00:09.11388+00
b6eb160b-997c-4da8-a9fc-1f5fb1f4f1fb,HeFei,合肥市,hefei,China,,,,,,0,2026-04-12 14:02:09.868377+00
